,pilot,mp,archetype,deck_uuid,place
276,Ben Bates,21,Jeskai Oculus,300e7efe-7932-43c5-a2dd-b2d10146d087,277
277,Charles Pierce,21,Azorius Omniscience,748056c8-c864-44e4-960a-b2d0013d0568,278
278,Nicholas Devantier,21,Jeskai Oculus,5b8789a3-1055-4aff-bb18-b2d000359566,279
279,nick zechlin,21,Esper Pixie,bf38b881-9c26-4700-9ddd-b2d10157e0c6,280
280,Taylor Reichel,21,Zur Overlords,c789f0ce-1715-4890-aae6-b2c9017af2ae,281
281,Kyle Mendoza,21,Dimir Control,693c4be6-e377-4b82-a3ce-b2d000b54121,282
282,Chris Hamilton,21,Zur Overlords,9c2e6fe2-0c93-48ce-9a4f-b2d1014cbfa2,283
283,ElAlbertoski,21,Azorius Oculus,7adc0e07-0f4c-4ac1-aaf0-b2d1017a4ec8,284
284,Ivan Espinosa,21,Jeskai Oculus,606a0330-c439-4bb2-aa93-b2d10147d07e,285
285,Zach Spors,21,Zur Overlords,7567d380-d846-4f0b-a8ca-b2cd00213027,286
286,Bill Comminos,21,Jeskai Oculus,19edffe7-6616-4e68-9dae-b2cf0119cd43,287
287,Harrison Kanfer,21,Zur Overlords,f9610acc-e385-4daf-876b-b2d100010565,288
288,Andrew Bennison,21,Jeskai Oculus,b9c1b8cd-36bc-499b-a47c-b2d100e7e9e7,289
289,Robert Vaughan,21,Mono-Red Aggro,8cfb0d61-20e0-42dc-a0a0-b2d100e3f806,290
290,Robert Wagner Krankel,21,Izzet Prowess,72f0449e-dd7b-439b-bc3a-b2d00030e653,291
291,Alden Cates,21,Izzet Prowess,b31831d7-dfc0-417e-a771-b2d101625fb9,292
292,Alex Bannow,21,Izzet Prowess,2eaa5978-98a9-4a66-9ddd-b2d100e39829,293
293,MontgomeryKyle,21,Izzet Prowess,20a233c1-65e5-4908-84b2-b2d1016bb5a1,294
294,Nicolas Johnson,21,Orzhov Amalia,cf9437d8-1315-4ca9-9877-b2d100154702,295
295,rustypotatomsub,21,Dimir Midrange,77f41aef-9400-4475-a5a1-b2d1014decce,296
296,Andrew Zemke,21,Mono-Red Aggro,837a46e5-12e1-4701-95ac-b2d101616307,297
297,Darren Rucker,21,Jeskai Oculus,7abfc295-c3a3-4489-9539-b2d10130a9de,298
298,Joseph Freeman,21,Orzhov Pixie,8c6f90bf-bb82-49a3-8558-b2d1015d5ba5,299
299,Ben Ejnes,21,Izzet Prowess,8be9e8f7-1f92-4f7a-84d6-b2d1017ac547,300
300,Levi Basham,20,Esper Pixie,5cc6d388-897a-4a07-a621-b2d1001beb11,301
301,DarthZear166,20,Orzhov Pixie,ed1b44e1-27e1-4d12-9c02-b2d101295e29,302
302,Redd Sarmiento,19,Azorius Control,3a3082a0-7771-4c99-97b8-b2d1003ca60d,303
303,Beau Barnette,18,Mono-Black Demons,5517d07e-db3e-459e-a3f6-b2d101162e09,304
304,Zevin Faust,18,Abzan Pixie,897b9222-f1af-405a-b867-b2d0000b85b2,305
305,Thomas Johnson,18,Izzet Prowess,c2985287-ef4e-4ec9-bd0c-b2d1005d0137,306
306,Brad Phyrexian,18,Temur Combo,bf9f8bdb-762c-448e-b11e-b2d1017194d0,307
307,Trent Jesionowski,18,Izzet Prowess,3e76941b-7646-40d9-911b-b2d1016247e8,308
308,Jay Wojciechowski,18,Rakdos Reanimator,1db64302-55fa-4366-a03f-b2d000da55ab,309
309,Lito Biala,18,Izzet Prowess,a15ab71a-aa3d-456d-a3e8-b2d101428f50,310
310,Andrew Rexroat,18,Jeskai Convoke,92c0a3f3-ac44-4d14-b465-b2d100ceb77a,311
311,Joe Leo,18,Mono-Red Aggro,6b1aa3d9-0a88-4b73-9598-b2d00057f60d,312
312,Wshofner,18,Izzet Prowess,2176f919-f717-4f0c-a02b-b2a7002f0006,313
313,Daniel Bachhuber,18,Jeskai Oculus,c46230c7-b38b-4e1c-a04b-b2d10130e335,314
314,Reed Alexander,18,Azorius Omniscience,a75fbb4a-9735-44c6-a4ef-b2d1001d85a1,315
315,Nick Sherwood,18,Mono-Red Aggro,f8825443-84cb-43dd-bf4d-b2d1012d3101,316
316,Nick Osterude,18,Izzet Prowess,5090a19e-aac3-4b37-af5c-b2d0000651b3,317
317,Nathan Steuer,18,Izzet Prowess,78c23eb2-fcb7-4267-8004-b2d1014809b1,318
318,Omar Valencia,18,Gruul Mice,b551a31f-cdde-4bfa-b86d-b2d100da183e,319
319,Jeremy Besser,18,Jeskai Oculus,5188bb4e-a823-4d03-b77f-b2d1002dd332,320
320,Damon DenBeste,18,Jeskai Oculus,2e0a0520-bd47-4797-8271-b2d100e7e453,321
321,Wappa Hamada,18,Jeskai Oculus,a662aea9-5283-4d7f-8934-b2d10041c042,322
322,Brett Eischens,18,Izzet Prowess,a28fa799-f4b2-442c-9271-b2d1005cc986,323
323,Indy Whitaker,18,Izzet Prowess,cbf23585-1dfb-4daf-9bba-b2d101660a3d,324
324,john armstrong,18,Esper Pixie,524975b0-bc81-4c6a-b549-b2d1015667cd,325
325,Seyhak Uy,18,Golgari Midrange,506ef616-2c1e-46f8-b77a-b2c5003030db,326
326,Marcy Franta,18,Jeskai Oculus,bdc45138-07bd-4f4e-a466-b2cf003e22de,327
327,Jean Baez,18,Jeskai Control,e12655be-7cb9-4ab4-9d26-b2d000eef214,328
328,River Grace,17,Jeskai Control,b09da688-e6c1-4c34-b2da-b2d10119c9c7,329
329,Nathan Johnson,16,Mono-White Tokens,a1b426c4-372c-4e28-9ba1-b2ce00e7a136,330
330,atoad,16,Esper Pixie,e1f6b4ba-ebdb-4898-88a8-b2d1003c3906,331
331,Ricky Tovar,16,Zur Overlords,471590fe-c0a5-4cbe-bc00-b2d100188aca,332
332,Gerardo Mendoza Cruz,16,Izzet Prowess,3a424abd-77cb-4185-b3c0-b2d10127680a,333
333,George Taylor,16,Jeskai Control,ab8f2ab0-d9be-4db9-b4cc-b2cf00a19ad2,334
334,Chad Kay,16,Gruul Mice,ddded5b5-e09f-45d8-9c64-b2d100df76a5,335
335,Sam Ng,16,Izzet Prowess,ea075232-e51d-41d4-8a9a-b2d1014ab4a7,336
336,Zachary McMicheaux,16,Jeskai Control,7f35ef66-7425-4c1b-a19f-b2d1004de0a0,337
337,James Widener,16,Zur Overlords,22e01a21-c9c7-45ec-b781-b2d100f072af,338
338,Korgoth,16,Azorius Control,c0ccf4cc-1ce6-43dd-8e20-b2d1016ac79c,339
339,Terry Stratton,16,Zur Overlords,0b79b9fa-4db6-4276-934c-b2d1016b07f2,340
340,SoyYossarian,16,Jeskai Control,ad5d995b-579d-45db-86e2-b2d10158e224,341
341,Jack Forbes,16,Zur Overlords,653d061d-8cc1-4cb3-b241-b2d100aa9242,342
342,Grae Gadzinski,16,Jeskai Control,1c9bd8d4-987a-4e83-82a1-b2d101062029,343
343,Andriy Boyko,15,Izzet Prowess,3ece4049-8279-48a4-aadf-b2d100515632,344
344,Samuel Potter,15,Izzet Prowess,fce6076d-bd9e-4d7c-bc8e-b2d1015d7f55,345
345,bcn1996,15,Izzet Prowess,48ee94f4-e4cc-4a0b-a158-b2d1011ab5e2,346
346,Ryan Reynolds,15,Izzet Prowess,c97f2cb8-7c18-4397-bfad-b2d00171ac7b,347
347,Carson Wolf,15,Dimir Bounce,33a24456-58ed-472b-b25d-b2d10016d4e9,348
348,ERIC GRAY,15,Izzet Prowess,f9baf091-cce7-460f-a48b-b2d10120d8fc,349
349,Jarvis Yu,15,Izzet Prowess,b28c1197-ad1a-49f0-ad9d-b2d100b67d75,350
350,Ted Loewenthal,15,Jeskai Oculus,983655ce-c617-49ad-949e-60dcdce47e61,351
351,Marcus Frederick,15,Izzet Prowess,0e1c3116-1e6e-400b-a405-b2d200d1e853,352
352,Jason Cornell,15,Izzet Prowess,c0d56f03-85bb-4e2d-b024-b2d0001a9b82,353
353,Joseph Gearlds,15,Orzhov Pixie,5802a95b-dbb3-46a1-a24d-b2d1017db249,354
354,Miles Davis,15,Izzet Prowess,2042c303-6848-47d7-9f45-b2d10156f15c,355
355,Kasey Jarvis,15,Izzet Prowess,2cd8d0d6-f479-477e-94ef-b2d100fdf9ff,356
356,Matthew Bond,15,Izzet Prowess,c76655d3-7dbb-4102-a057-b2d101381196,357
357,Sylvie Sibila,15,Jeskai Oculus,ddf7242c-f822-468e-96bf-b2d101565ba5,358
358,JodyK,15,Azorius Omniscience,8b42d6cf-fa0c-497a-90c9-b2cf00649745,359
359,Gavin Smith,15,Izzet Prowess,5571ed9e-1880-4521-a500-b2d100f01a4f,360
360,sdh101,15,Jeskai Control,31d46970-5e53-4e87-9848-b2d1014c191b,361
361,onionandgarlic,15,Orzhov Pixie,f5089e7d-2d66-4ecf-9175-b2d10107bdee,362
362,Justin Underhill,15,Mono-Red Aggro,4b2209bf-5be3-442a-ba47-b2d1016941e2,363
363,Josiah Hamilton,15,Mono-Red Aggro,4cf4b465-147e-46f8-a0b7-b2d101083a57,364
364,Joelle Rinkol,15,Gruul Artifacts,25f9dfbf-64c8-474b-b54d-b2d101773483,365
365,Jerret Rocha,15,Dimir Midrange,8d7b24f9-d55d-4471-8de8-b2d101292725,366
366,Mreyes,15,Izzet Prowess,fc5668e5-23e7-47e6-a682-b2d1016c7693,367
367,Chris Conners,15,Zur Overlords,c3796b1a-95c9-4e7d-a3ac-b2d1016725f8,368
368,Alexander Soderberg,15,Izzet Prowess,46f3f223-0d55-44b6-a292-b2d10164c34a,369
369,Fernando Flor,15,Jeskai Oculus,b9ea6c23-6686-403b-85d2-b2d10050b56f,370
370,Nickolas Smithmyer,15,Azorius Omniscience,f98ee27e-0c11-4117-904d-b2d10014011a,371
371,Reed Johnston,15,Izzet Prowess,ebe9d11b-f17c-4884-891e-b2d101467663,372
372,Nolan Chaney,15,Dimir Midrange,bf23538c-92aa-4427-a5b3-b2d0005a2fa0,373
373,Ramon Santos,15,Izzet Prowess,2300cc15-f222-4696-b303-b2d10029ef89,374
374,David Gattis,15,Izzet Prowess,389eae1c-fbbe-4504-860c-b2d1017031f6,375
375,Richard Tynan,15,Mono-Red Aggro,f4409d03-0684-443b-806c-b2d101656ce2,376
376,Garrett Askin,15,Jeskai Oculus,6c7d5242-c0a0-4710-8dcd-b2d10136cf06,377
377,Geoplatymus,15,Mono-Red Aggro,393a2fb7-8546-414f-a656-b2d1016a7049,378
378,Nick Hamilton,15,Jeskai Oculus,82ae71ac-c88f-493a-9ca6-b2d1015752f8,379
379,Elle Ashby,15,Jeskai Control,762a5c2d-4220-4f81-8478-b2d10024e752,380
380,Morrie Cunningham,15,Jeskai Oculus,7ce973ca-108c-4013-b0b0-b2cf01202519,381
381,james dunavant,15,Izzet Prowess,a5cca243-bd87-4e73-81cc-b2d10149ad70,382
382,Bradley Schlesinger,15,Izzet Prowess,9044ae49-3e1f-4a94-9226-b2d1015f82ca,383
383,Jake LaBrado,15,Izzet Prowess,135e8b37-797c-4b0a-81c6-b2d1011c26f7,384
384,Anand Kinra,15,Jeskai Oculus,91e5368d-263d-44aa-a32a-b2d101773e4b,385
385,Sol Malka,15,Orzhov Pixie,8798ec5b-6b1c-4d11-8cb6-b2d001875a7e,386
386,Justin Fink,15,Azorius Omniscience,d216aae1-dc01-4cfb-be62-b2d101146252,387
387,ULT888,15,Izzet Prowess,3cf06c85-9657-4912-9d2c-b2d10147bd2d,388
388,Dan Kamvakis,15,Izzet Prowess,8955bf1d-935f-4c3d-a110-b2d1004b3206,389
389,Austin Graham,15,Izzet Prowess,1f7cb7bb-b10a-484e-9cd8-b2d1016dee8d,390
390,Liz Lynn,15,Orzhov Pixie,b3aa8b44-bd53-43a2-b97b-b2ce01290b1e,391
391,Joshua Hougland,15,Izzet Prowess,d2da5d46-b97e-4346-8336-b2d0001fdf32,392
