,pilot,archetype,card,total,loc
26,"Neyman, Emmett",Zur Overlords,Heritage Reclamation,1,side
27,"Neyman, Emmett",Zur Overlords,High Noon,3,side
28,"Neyman, Emmett",Zur Overlords,Negate,2,side
29,"Neyman, Emmett",Zur Overlords,"Nissa, Ascended Animist",1,side
30,"Neyman, Emmett",Zur Overlords,Obstinate Baloth,2,side
31,"Neyman, Emmett",Zur Overlords,Pawpatch Formation,1,side
32,"Neyman, Emmett",Zur Overlords,Rakshasa's Bargain,1,side
33,"Neyman, Emmett",Zur Overlords,Rest in Peace,1,side
0,"Bryan, Garrett",Zur Overlords,Forest,2,main
1,"Bryan, Garrett",Zur Overlords,Island,1,main
2,"Bryan, Garrett",Zur Overlords,Plains,2,main
3,"Bryan, Garrett",Zur Overlords,Swamp,1,main
4,"Bryan, Garrett",Zur Overlords,Day of Judgment,2,main
5,"Bryan, Garrett",Zur Overlords,Leyline Binding,4,main
6,"Bryan, Garrett",Zur Overlords,Temporary Lockdown,3,main
7,"Bryan, Garrett",Zur Overlords,"Zur, Eternal Schemer",3,main
8,"Bryan, Garrett",Zur Overlords,Elspeth's Smite,2,main
9,"Bryan, Garrett",Zur Overlords,Sunfall,1,main
10,"Bryan, Garrett",Zur Overlords,Up the Beanstalk,4,main
11,"Bryan, Garrett",Zur Overlords,Analyze the Pollen,2,main
12,"Bryan, Garrett",Zur Overlords,Lush Portico,4,main
13,"Bryan, Garrett",Zur Overlords,Shadowy Backstreet,1,main
14,"Bryan, Garrett",Zur Overlords,Hedge Maze,1,main
15,"Bryan, Garrett",Zur Overlords,Meticulous Archive,2,main
16,"Bryan, Garrett",Zur Overlords,Underground Mortuary,2,main
17,"Bryan, Garrett",Zur Overlords,"Beza, the Bounding Spring",2,main
18,"Bryan, Garrett",Zur Overlords,Overlord of the Mistmoors,4,main
19,"Bryan, Garrett",Zur Overlords,Overlord of the Hauntwoods,4,main
20,"Bryan, Garrett",Zur Overlords,Floodfarm Verge,4,main
21,"Bryan, Garrett",Zur Overlords,Hushwood Verge,4,main
22,"Bryan, Garrett",Zur Overlords,Ride's End,4,main
23,"Bryan, Garrett",Zur Overlords,Wastewood Verge,1,main
24,"Bryan, Garrett",Zur Overlords,Obstinate Baloth,3,side
25,"Bryan, Garrett",Zur Overlords,"Jace, the Perfected Mind",2,side
26,"Bryan, Garrett",Zur Overlords,Elspeth's Smite,2,side
27,"Bryan, Garrett",Zur Overlords,Tishana's Tidebinder,2,side
28,"Bryan, Garrett",Zur Overlords,High Noon,3,side
29,"Bryan, Garrett",Zur Overlords,Rest in Peace,2,side
30,"Bryan, Garrett",Zur Overlords,Heritage Reclamation,1,side
0,"Naumenko, Xander",Esper Pixie,Seachrome Coast,4,main
1,"Naumenko, Xander",Esper Pixie,Caves of Koilos,3,main
2,"Naumenko, Xander",Esper Pixie,Optimistic Scavenger,4,main
3,"Naumenko, Xander",Esper Pixie,Nowhere to Run,4,main
4,"Naumenko, Xander",Esper Pixie,Concealed Courtyard,4,main
5,"Naumenko, Xander",Esper Pixie,"Kaito, Bane of Nightmares",2,main
6,"Naumenko, Xander",Esper Pixie,Hopeless Nightmare,4,main
7,"Naumenko, Xander",Esper Pixie,Stock Up,3,main
8,"Naumenko, Xander",Esper Pixie,Adarkar Wastes,2,main
9,"Naumenko, Xander",Esper Pixie,Stormchaser's Talent,4,main
10,"Naumenko, Xander",Esper Pixie,Fear of Isolation,2,main
11,"Naumenko, Xander",Esper Pixie,Underground River,3,main
12,"Naumenko, Xander",Esper Pixie,Sunpearl Kirin,4,main
13,"Naumenko, Xander",Esper Pixie,Momentum Breaker,2,main
14,"Naumenko, Xander",Esper Pixie,Swamp,1,main
15,"Naumenko, Xander",Esper Pixie,Nurturing Pixie,4,main
16,"Naumenko, Xander",Esper Pixie,This Town Ain't Big Enough,4,main
17,"Naumenko, Xander",Esper Pixie,Restless Anchorage,2,main
18,"Naumenko, Xander",Esper Pixie,Darkslick Shores,4,main
19,"Naumenko, Xander",Esper Pixie,Grim Bauble,2,side
20,"Naumenko, Xander",Esper Pixie,Destroy Evil,1,side
21,"Naumenko, Xander",Esper Pixie,Dreams of Steel and Oil,1,side
22,"Naumenko, Xander",Esper Pixie,Ghost Vacuum,1,side
23,"Naumenko, Xander",Esper Pixie,Loran of the Third Path,2,side
24,"Naumenko, Xander",Esper Pixie,Rest in Peace,2,side
25,"Naumenko, Xander",Esper Pixie,Defiled Crypt // Cadaver Lab,1,side
26,"Naumenko, Xander",Esper Pixie,Duress,2,side
27,"Naumenko, Xander",Esper Pixie,Tishana's Tidebinder,1,side
28,"Naumenko, Xander",Esper Pixie,No More Lies,2,side
0,"Thurlow, Amber",Izzet Prowess,Burst Lightning,4,main
1,"Thurlow, Amber",Izzet Prowess,Cori-Steel Cutter,4,main
2,"Thurlow, Amber",Izzet Prowess,Into the Flood Maw,2,main
3,"Thurlow, Amber",Izzet Prowess,Island,5,main
4,"Thurlow, Amber",Izzet Prowess,Monastery Swiftspear,4,main
5,"Thurlow, Amber",Izzet Prowess,Monstrous Rage,3,main
6,"Thurlow, Amber",Izzet Prowess,Mountain,3,main
7,"Thurlow, Amber",Izzet Prowess,Opt,4,main
8,"Thurlow, Amber",Izzet Prowess,Riverpyre Verge,4,main
9,"Thurlow, Amber",Izzet Prowess,Shivan Reef,4,main
10,"Thurlow, Amber",Izzet Prowess,Sleight of Hand,4,main
11,"Thurlow, Amber",Izzet Prowess,Slickshot Show-Off,2,main
12,"Thurlow, Amber",Izzet Prowess,Spirebluff Canal,4,main
13,"Thurlow, Amber",Izzet Prowess,Stock Up,3,main
14,"Thurlow, Amber",Izzet Prowess,Stormchaser's Talent,4,main
15,"Thurlow, Amber",Izzet Prowess,This Town Ain't Big Enough,1,main
16,"Thurlow, Amber",Izzet Prowess,Wrenn's Resolve,3,main
17,"Thurlow, Amber",Izzet Prowess,Drake Hatcher,2,main
18,"Thurlow, Amber",Izzet Prowess,Abrade,2,side
19,"Thurlow, Amber",Izzet Prowess,Ghost Vacuum,2,side
20,"Thurlow, Amber",Izzet Prowess,Into the Flood Maw,1,side
21,"Thurlow, Amber",Izzet Prowess,Lithomantic Barrage,2,side
22,"Thurlow, Amber",Izzet Prowess,Spell Pierce,2,side
23,"Thurlow, Amber",Izzet Prowess,Stock Up,1,side
24,"Thurlow, Amber",Izzet Prowess,Sunspine Lynx,2,side
25,"Thurlow, Amber",Izzet Prowess,Torch the Tower,2,side
26,"Thurlow, Amber",Izzet Prowess,Witchstalker Frenzy,1,side
0,SKreimendahl,Orzhov Pixie,Anoint with Affliction,1,main
1,SKreimendahl,Orzhov Pixie,Archfiend of the Dross,2,main
2,SKreimendahl,Orzhov Pixie,"Beza, the Bounding Spring",1,main
3,SKreimendahl,Orzhov Pixie,Bleachbone Verge,4,main
4,SKreimendahl,Orzhov Pixie,Caves of Koilos,4,main
5,SKreimendahl,Orzhov Pixie,Concealed Courtyard,4,main
6,SKreimendahl,Orzhov Pixie,Get Lost,2,main
7,SKreimendahl,Orzhov Pixie,Hopeless Nightmare,4,main
8,SKreimendahl,Orzhov Pixie,Loran of the Third Path,1,main
9,SKreimendahl,Orzhov Pixie,Momentum Breaker,3,main
10,SKreimendahl,Orzhov Pixie,Nowhere to Run,3,main
11,SKreimendahl,Orzhov Pixie,Nurturing Pixie,4,main
12,SKreimendahl,Orzhov Pixie,Plains,4,main
13,SKreimendahl,Orzhov Pixie,Preacher of the Schism,4,main
14,SKreimendahl,Orzhov Pixie,Restless Fortress,2,main
15,SKreimendahl,Orzhov Pixie,Shadowy Backstreet,1,main
16,SKreimendahl,Orzhov Pixie,"Sheoldred, the Apocalypse",1,main
17,SKreimendahl,Orzhov Pixie,Soulstone Sanctuary,1,main
18,SKreimendahl,Orzhov Pixie,Sunpearl Kirin,4,main
19,SKreimendahl,Orzhov Pixie,Swamp,4,main
20,SKreimendahl,Orzhov Pixie,Temporary Lockdown,4,main
21,SKreimendahl,Orzhov Pixie,Unholy Annex // Ritual Chamber,2,main
22,SKreimendahl,Orzhov Pixie,Duress,3,side
23,SKreimendahl,Orzhov Pixie,Get Lost,1,side
24,SKreimendahl,Orzhov Pixie,High Noon,1,side
25,SKreimendahl,Orzhov Pixie,Kutzil's Flanker,1,side
26,SKreimendahl,Orzhov Pixie,Loran of the Third Path,1,side
27,SKreimendahl,Orzhov Pixie,Rest in Peace,3,side
28,SKreimendahl,Orzhov Pixie,The End,1,side
29,SKreimendahl,Orzhov Pixie,Unholy Annex // Ritual Chamber,2,side
30,SKreimendahl,Orzhov Pixie,Wilt-Leaf Liege,2,side
0,"Dufour, David",Izzet Prowess,Burst Lightning,4,main
1,"Dufour, David",Izzet Prowess,Cori-Steel Cutter,4,main
2,"Dufour, David",Izzet Prowess,Drake Hatcher,2,main
3,"Dufour, David",Izzet Prowess,Into the Flood Maw,3,main
4,"Dufour, David",Izzet Prowess,Island,5,main
5,"Dufour, David",Izzet Prowess,Monastery Swiftspear,4,main
6,"Dufour, David",Izzet Prowess,Monstrous Rage,4,main
7,"Dufour, David",Izzet Prowess,Mountain,4,main
8,"Dufour, David",Izzet Prowess,Opt,4,main
9,"Dufour, David",Izzet Prowess,Riverpyre Verge,4,main
10,"Dufour, David",Izzet Prowess,Shivan Reef,4,main
11,"Dufour, David",Izzet Prowess,Sleight of Hand,4,main
12,"Dufour, David",Izzet Prowess,Slickshot Show-Off,2,main
13,"Dufour, David",Izzet Prowess,Spirebluff Canal,4,main
14,"Dufour, David",Izzet Prowess,Stock Up,4,main
15,"Dufour, David",Izzet Prowess,Stormchaser's Talent,4,main
16,"Dufour, David",Izzet Prowess,Drake Hatcher,1,side
17,"Dufour, David",Izzet Prowess,Ghost Vacuum,2,side
18,"Dufour, David",Izzet Prowess,Into the Flood Maw,1,side
19,"Dufour, David",Izzet Prowess,Pyroclasm,1,side
20,"Dufour, David",Izzet Prowess,"Ral, Crackling Wit",2,side
21,"Dufour, David",Izzet Prowess,Spell Pierce,2,side
22,"Dufour, David",Izzet Prowess,Sunspine Lynx,2,side
23,"Dufour, David",Izzet Prowess,Torch the Tower,2,side
24,"Dufour, David",Izzet Prowess,Unable to Scream,1,side
25,"Dufour, David",Izzet Prowess,Witchstalker Frenzy,1,side
0,"Keller, Koby",Izzet Prowess,Stormchaser's Talent,4,main
1,"Keller, Koby",Izzet Prowess,Opt,4,main
2,"Keller, Koby",Izzet Prowess,Stock Up,4,main
3,"Keller, Koby",Izzet Prowess,Monstrous Rage,4,main
4,"Keller, Koby",Izzet Prowess,Burst Lightning,3,main
5,"Keller, Koby",Izzet Prowess,Into the Flood Maw,3,main
6,"Keller, Koby",Izzet Prowess,Mountain,3,main
7,"Keller, Koby",Izzet Prowess,Island,6,main
8,"Keller, Koby",Izzet Prowess,Spirebluff Canal,4,main
9,"Keller, Koby",Izzet Prowess,Shivan Reef,4,main
10,"Keller, Koby",Izzet Prowess,Riverpyre Verge,4,main
11,"Keller, Koby",Izzet Prowess,Cori-Steel Cutter,4,main
12,"Keller, Koby",Izzet Prowess,Sleight of Hand,4,main
13,"Keller, Koby",Izzet Prowess,Monastery Swiftspear,4,main
14,"Keller, Koby",Izzet Prowess,Spell Pierce,1,main
15,"Keller, Koby",Izzet Prowess,Slickshot Show-Off,4,main
16,"Keller, Koby",Izzet Prowess,Torch the Tower,2,side
17,"Keller, Koby",Izzet Prowess,Ghost Vacuum,2,side
18,"Keller, Koby",Izzet Prowess,Drake Hatcher,2,side
19,"Keller, Koby",Izzet Prowess,Lithomantic Barrage,1,side
20,"Keller, Koby",Izzet Prowess,Spell Pierce,1,side
21,"Keller, Koby",Izzet Prowess,Abrade,2,side
22,"Keller, Koby",Izzet Prowess,Sunspine Lynx,1,side
23,"Keller, Koby",Izzet Prowess,"Ral, Crackling Wit",1,side
24,"Keller, Koby",Izzet Prowess,Obliterating Bolt,1,side
25,"Keller, Koby",Izzet Prowess,Disdainful Stroke,1,side
26,"Keller, Koby",Izzet Prowess,Fiery Annihilation,1,side
0,"Milechman, Max",Izzet Prowess,Island,5,main
1,"Milechman, Max",Izzet Prowess,Mountain,4,main
2,"Milechman, Max",Izzet Prowess,Riverpyre Verge,4,main
3,"Milechman, Max",Izzet Prowess,Stormchaser's Talent,4,main
4,"Milechman, Max",Izzet Prowess,Monstrous Rage,4,main
5,"Milechman, Max",Izzet Prowess,Slickshot Show-Off,2,main
6,"Milechman, Max",Izzet Prowess,Opt,4,main
7,"Milechman, Max",Izzet Prowess,Monastery Swiftspear,4,main
8,"Milechman, Max",Izzet Prowess,Spirebluff Canal,4,main
9,"Milechman, Max",Izzet Prowess,Burst Lightning,2,main
10,"Milechman, Max",Izzet Prowess,Shivan Reef,4,main
11,"Milechman, Max",Izzet Prowess,Cori-Steel Cutter,4,main
12,"Milechman, Max",Izzet Prowess,Stock Up,4,main
13,"Milechman, Max",Izzet Prowess,Sleight of Hand,4,main
14,"Milechman, Max",Izzet Prowess,Into the Flood Maw,2,main
15,"Milechman, Max",Izzet Prowess,Torch the Tower,3,main
16,"Milechman, Max",Izzet Prowess,Drake Hatcher,2,main
17,"Milechman, Max",Izzet Prowess,Lithomantic Barrage,2,side
18,"Milechman, Max",Izzet Prowess,Ghost Vacuum,2,side
19,"Milechman, Max",Izzet Prowess,Spell Pierce,2,side
20,"Milechman, Max",Izzet Prowess,Torch the Tower,1,side
21,"Milechman, Max",Izzet Prowess,Screaming Nemesis,1,side
22,"Milechman, Max",Izzet Prowess,Obliterating Bolt,1,side
23,"Milechman, Max",Izzet Prowess,Pyroclasm,1,side
24,"Milechman, Max",Izzet Prowess,Abrade,1,side
25,"Milechman, Max",Izzet Prowess,Sunspine Lynx,2,side
26,"Milechman, Max",Izzet Prowess,Into the Flood Maw,1,side
27,"Milechman, Max",Izzet Prowess,Drake Hatcher,1,side
0,FleshEatinGnome,Jeskai Control,"Beza, the Bounding Spring",3,main
1,FleshEatinGnome,Jeskai Control,Elegant Parlor,3,main
2,FleshEatinGnome,Jeskai Control,Floodfarm Verge,4,main
3,FleshEatinGnome,Jeskai Control,Get Lost,4,main
4,FleshEatinGnome,Jeskai Control,Island,2,main
5,FleshEatinGnome,Jeskai Control,Lightning Helix,4,main
6,FleshEatinGnome,Jeskai Control,Meticulous Archive,3,main
7,FleshEatinGnome,Jeskai Control,Cori Mountain Monastery,1,main
8,FleshEatinGnome,Jeskai Control,Riverpyre Verge,3,main
9,FleshEatinGnome,Jeskai Control,"Shiko, Paragon of the Way",4,main
10,FleshEatinGnome,Jeskai Control,Sunbillow Verge,3,main
11,FleshEatinGnome,Jeskai Control,Thundering Falls,2,main
12,FleshEatinGnome,Jeskai Control,Plains,3,main
13,FleshEatinGnome,Jeskai Control,Day of Judgment,1,main
14,FleshEatinGnome,Jeskai Control,Marang River Regent // Coil and Catch,3,main
15,FleshEatinGnome,Jeskai Control,Fabled Passage,1,main
16,FleshEatinGnome,Jeskai Control,Authority of the Consuls,2,main
17,FleshEatinGnome,Jeskai Control,Split Up,3,main
18,FleshEatinGnome,Jeskai Control,Rediscover the Way,2,main
19,FleshEatinGnome,Jeskai Control,Stock Up,3,main
20,FleshEatinGnome,Jeskai Control,Dispelling Exhale,3,main
21,FleshEatinGnome,Jeskai Control,Three Steps Ahead,1,main
22,FleshEatinGnome,Jeskai Control,Mountain,1,main
23,FleshEatinGnome,Jeskai Control,Roiling Dragonstorm,1,main
24,FleshEatinGnome,Jeskai Control,Kutzil's Flanker,1,side
25,FleshEatinGnome,Jeskai Control,Negate,2,side
26,FleshEatinGnome,Jeskai Control,Tishana's Tidebinder,2,side
27,FleshEatinGnome,Jeskai Control,High Noon,3,side
28,FleshEatinGnome,Jeskai Control,Riverchurn Monument,2,side
29,FleshEatinGnome,Jeskai Control,Exorcise,1,side
30,FleshEatinGnome,Jeskai Control,Ghost Vacuum,2,side
31,FleshEatinGnome,Jeskai Control,Three Steps Ahead,1,side
32,FleshEatinGnome,Jeskai Control,Loran of the Third Path,1,side
0,"Dsouza, Kenith",Jeskai Oculus,Abhorrent Oculus,4,main
1,"Dsouza, Kenith",Jeskai Oculus,Seachrome Coast,4,main
2,"Dsouza, Kenith",Jeskai Oculus,Spirebluff Canal,4,main
3,"Dsouza, Kenith",Jeskai Oculus,Fear of Missing Out,4,main
4,"Dsouza, Kenith",Jeskai Oculus,Glacial Dragonhunt,3,main
5,"Dsouza, Kenith",Jeskai Oculus,Helping Hand,4,main
6,"Dsouza, Kenith",Jeskai Oculus,Spell Pierce,2,main
7,"Dsouza, Kenith",Jeskai Oculus,Shivan Reef,4,main
8,"Dsouza, Kenith",Jeskai Oculus,Marauding Mako,4,main
9,"Dsouza, Kenith",Jeskai Oculus,Proft's Eidetic Memory,4,main
10,"Dsouza, Kenith",Jeskai Oculus,Mountain,1,main
11,"Dsouza, Kenith",Jeskai Oculus,Restless Anchorage,1,main
12,"Dsouza, Kenith",Jeskai Oculus,Island,1,main
13,"Dsouza, Kenith",Jeskai Oculus,Adarkar Wastes,2,main
14,"Dsouza, Kenith",Jeskai Oculus,Inspiring Vantage,4,main
15,"Dsouza, Kenith",Jeskai Oculus,Battlefield Forge,1,main
16,"Dsouza, Kenith",Jeskai Oculus,Spyglass Siren,2,main
17,"Dsouza, Kenith",Jeskai Oculus,Tersa Lightshatter,2,main
18,"Dsouza, Kenith",Jeskai Oculus,Torch the Tower,4,main
19,"Dsouza, Kenith",Jeskai Oculus,Steamcore Scholar,4,main
20,"Dsouza, Kenith",Jeskai Oculus,Abrade,1,main
21,"Dsouza, Kenith",Jeskai Oculus,Negate,1,side
22,"Dsouza, Kenith",Jeskai Oculus,Destroy Evil,2,side
23,"Dsouza, Kenith",Jeskai Oculus,Disdainful Stroke,1,side
24,"Dsouza, Kenith",Jeskai Oculus,Ghost Vacuum,2,side
25,"Dsouza, Kenith",Jeskai Oculus,The Filigree Sylex,1,side
26,"Dsouza, Kenith",Jeskai Oculus,Loran of the Third Path,1,side
27,"Dsouza, Kenith",Jeskai Oculus,High Noon,2,side
28,"Dsouza, Kenith",Jeskai Oculus,Sheltered by Ghosts,2,side
29,"Dsouza, Kenith",Jeskai Oculus,"Chandra, Spark Hunter",2,side
30,"Dsouza, Kenith",Jeskai Oculus,Abrade,1,side
0,ch4rm2nd0r,Mono-Red Aggro,Burst Lightning,4,main
1,ch4rm2nd0r,Mono-Red Aggro,Emberheart Challenger,4,main
2,ch4rm2nd0r,Mono-Red Aggro,Heartfire Hero,4,main
3,ch4rm2nd0r,Mono-Red Aggro,Hired Claw,4,main
4,ch4rm2nd0r,Mono-Red Aggro,Invasion of Tarkir // Defiant Thundermaw,2,main
5,ch4rm2nd0r,Mono-Red Aggro,Manifold Mouse,4,main
6,ch4rm2nd0r,Mono-Red Aggro,Monastery Swiftspear,2,main
7,ch4rm2nd0r,Mono-Red Aggro,Monstrous Rage,4,main
8,ch4rm2nd0r,Mono-Red Aggro,Mountain,16,main
9,ch4rm2nd0r,Mono-Red Aggro,Rockface Village,4,main
10,ch4rm2nd0r,Mono-Red Aggro,Screaming Nemesis,4,main
11,ch4rm2nd0r,Mono-Red Aggro,Soulstone Sanctuary,2,main
12,ch4rm2nd0r,Mono-Red Aggro,Tersa Lightshatter,2,main
13,ch4rm2nd0r,Mono-Red Aggro,Witchstalker Frenzy,4,main
14,ch4rm2nd0r,Mono-Red Aggro,Case of the Crimson Pulse,1,side
15,ch4rm2nd0r,Mono-Red Aggro,Ghost Vacuum,2,side
16,ch4rm2nd0r,Mono-Red Aggro,Lithomantic Barrage,1,side
17,ch4rm2nd0r,Mono-Red Aggro,Magebane Lizard,4,side
18,ch4rm2nd0r,Mono-Red Aggro,Scorching Shot,1,side
19,ch4rm2nd0r,Mono-Red Aggro,Sunspine Lynx,3,side
20,ch4rm2nd0r,Mono-Red Aggro,Torch the Tower,3,side
0,"Rodriguez, Caz",Mono-Black Demons,Anoint with Affliction,2,main
1,"Rodriguez, Caz",Mono-Black Demons,Archfiend of the Dross,3,main
2,"Rodriguez, Caz",Mono-Black Demons,Cut Down,3,main
3,"Rodriguez, Caz",Mono-Black Demons,Deep-Cavern Bat,3,main
4,"Rodriguez, Caz",Mono-Black Demons,Duress,3,main
5,"Rodriguez, Caz",Mono-Black Demons,Fountainport,1,main
6,"Rodriguez, Caz",Mono-Black Demons,Go for the Throat,2,main
7,"Rodriguez, Caz",Mono-Black Demons,Nowhere to Run,3,main
8,"Rodriguez, Caz",Mono-Black Demons,Preacher of the Schism,3,main
9,"Rodriguez, Caz",Mono-Black Demons,Qarsi Revenant,3,main
10,"Rodriguez, Caz",Mono-Black Demons,"Sheoldred, the Apocalypse",3,main
11,"Rodriguez, Caz",Mono-Black Demons,Soulstone Sanctuary,4,main
12,"Rodriguez, Caz",Mono-Black Demons,Strategic Betrayal,1,main
13,"Rodriguez, Caz",Mono-Black Demons,Swamp,20,main
14,"Rodriguez, Caz",Mono-Black Demons,The Speed Demon,2,main
15,"Rodriguez, Caz",Mono-Black Demons,Unholy Annex // Ritual Chamber,4,main
16,"Rodriguez, Caz",Mono-Black Demons,Anoint with Affliction,1,side
17,"Rodriguez, Caz",Mono-Black Demons,Dreams of Steel and Oil,3,side
18,"Rodriguez, Caz",Mono-Black Demons,Duress,1,side
19,"Rodriguez, Caz",Mono-Black Demons,Ghost Vacuum,1,side
20,"Rodriguez, Caz",Mono-Black Demons,Gix's Command,1,side
21,"Rodriguez, Caz",Mono-Black Demons,Mazemind Tome,2,side
22,"Rodriguez, Caz",Mono-Black Demons,Preacher of the Schism,1,side
23,"Rodriguez, Caz",Mono-Black Demons,Sheoldred's Edict,1,side
24,"Rodriguez, Caz",Mono-Black Demons,The Filigree Sylex,2,side
25,"Rodriguez, Caz",Mono-Black Demons,The Stone Brain,2,side
0,"LiPuma, Lucca",Izzet Prowess,Burst Lightning,3,main
1,"LiPuma, Lucca",Izzet Prowess,Cori-Steel Cutter,4,main
2,"LiPuma, Lucca",Izzet Prowess,Into the Flood Maw,3,main
3,"LiPuma, Lucca",Izzet Prowess,Island,4,main
4,"LiPuma, Lucca",Izzet Prowess,Monastery Swiftspear,4,main
5,"LiPuma, Lucca",Izzet Prowess,Monstrous Rage,4,main
6,"LiPuma, Lucca",Izzet Prowess,Mountain,4,main
7,"LiPuma, Lucca",Izzet Prowess,Opt,4,main
8,"LiPuma, Lucca",Izzet Prowess,Riverpyre Verge,4,main
9,"LiPuma, Lucca",Izzet Prowess,Shivan Reef,4,main
10,"LiPuma, Lucca",Izzet Prowess,Sleight of Hand,4,main
11,"LiPuma, Lucca",Izzet Prowess,Slickshot Show-Off,4,main
12,"LiPuma, Lucca",Izzet Prowess,Spell Pierce,2,main
13,"LiPuma, Lucca",Izzet Prowess,Spirebluff Canal,4,main
14,"LiPuma, Lucca",Izzet Prowess,Stock Up,4,main
15,"LiPuma, Lucca",Izzet Prowess,Stormchaser's Talent,4,main
16,"LiPuma, Lucca",Izzet Prowess,Abrade,1,side
17,"LiPuma, Lucca",Izzet Prowess,Disdainful Stroke,1,side
18,"LiPuma, Lucca",Izzet Prowess,Ghost Vacuum,2,side
19,"LiPuma, Lucca",Izzet Prowess,Lithomantic Barrage,2,side
20,"LiPuma, Lucca",Izzet Prowess,"Ral, Crackling Wit",1,side
21,"LiPuma, Lucca",Izzet Prowess,Scorching Shot,1,side
22,"LiPuma, Lucca",Izzet Prowess,Tersa Lightshatter,1,side
23,"LiPuma, Lucca",Izzet Prowess,This Town Ain't Big Enough,1,side
24,"LiPuma, Lucca",Izzet Prowess,Torch the Tower,2,side
25,"LiPuma, Lucca",Izzet Prowess,Drake Hatcher,2,side
26,"LiPuma, Lucca",Izzet Prowess,Unable to Scream,1,side
0,"Schnake, Abe",Izzet Prowess,Stormchaser's Talent,4,main
1,"Schnake, Abe",Izzet Prowess,Island,4,main
2,"Schnake, Abe",Izzet Prowess,Mountain,4,main
3,"Schnake, Abe",Izzet Prowess,Monastery Swiftspear,4,main
4,"Schnake, Abe",Izzet Prowess,Cori-Steel Cutter,4,main
5,"Schnake, Abe",Izzet Prowess,Monstrous Rage,4,main
6,"Schnake, Abe",Izzet Prowess,Opt,4,main
7,"Schnake, Abe",Izzet Prowess,Drake Hatcher,2,main
8,"Schnake, Abe",Izzet Prowess,Shivan Reef,4,main
9,"Schnake, Abe",Izzet Prowess,Spirebluff Canal,4,main
10,"Schnake, Abe",Izzet Prowess,Riverpyre Verge,4,main
11,"Schnake, Abe",Izzet Prowess,Sleight of Hand,4,main
12,"Schnake, Abe",Izzet Prowess,Torch the Tower,4,main
13,"Schnake, Abe",Izzet Prowess,Stock Up,4,main
14,"Schnake, Abe",Izzet Prowess,Slickshot Show-Off,3,main
15,"Schnake, Abe",Izzet Prowess,Into the Flood Maw,2,main
16,"Schnake, Abe",Izzet Prowess,Thundering Falls,1,main
17,"Schnake, Abe",Izzet Prowess,Into the Flood Maw,1,side
18,"Schnake, Abe",Izzet Prowess,Soul-Guide Lantern,2,side
19,"Schnake, Abe",Izzet Prowess,Spell Pierce,2,side
20,"Schnake, Abe",Izzet Prowess,Disdainful Stroke,1,side
21,"Schnake, Abe",Izzet Prowess,Scorching Shot,3,side
22,"Schnake, Abe",Izzet Prowess,"Ral, Crackling Wit",2,side
23,"Schnake, Abe",Izzet Prowess,Drake Hatcher,2,side
24,"Schnake, Abe",Izzet Prowess,Lithomantic Barrage,2,side
0,"Mullen, Collins",Izzet Prowess,Monastery Swiftspear,4,main
1,"Mullen, Collins",Izzet Prowess,Slickshot Show-Off,2,main
2,"Mullen, Collins",Izzet Prowess,Drake Hatcher,2,main
3,"Mullen, Collins",Izzet Prowess,Cori-Steel Cutter,4,main
4,"Mullen, Collins",Izzet Prowess,Stormchaser's Talent,4,main
5,"Mullen, Collins",Izzet Prowess,Sleight of Hand,4,main
6,"Mullen, Collins",Izzet Prowess,Opt,4,main
7,"Mullen, Collins",Izzet Prowess,Monstrous Rage,4,main
8,"Mullen, Collins",Izzet Prowess,Burst Lightning,3,main
9,"Mullen, Collins",Izzet Prowess,Torch the Tower,1,main
10,"Mullen, Collins",Izzet Prowess,Stock Up,4,main
11,"Mullen, Collins",Izzet Prowess,Into the Flood Maw,3,main
12,"Mullen, Collins",Izzet Prowess,Mountain,4,main
13,"Mullen, Collins",Izzet Prowess,Island,5,main
14,"Mullen, Collins",Izzet Prowess,Spirebluff Canal,4,main
15,"Mullen, Collins",Izzet Prowess,Riverpyre Verge,4,main
16,"Mullen, Collins",Izzet Prowess,Shivan Reef,4,main
17,"Mullen, Collins",Izzet Prowess,Spell Pierce,2,side
